normalisation_cts,signal_cts,normalised_cts,t (taus),T (temp),f_B (detuning),mw_pulse_duration,N (normalisation during p0 and p1),R (repetitions),P_cl_0,P_cl_1,phi (phase offset between pulses),P_cl
46183,32255,0.698417306,5.88E-08,27.20307922,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006693841
45908,32891,0.716454804,7.83E-08,27.20439148,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006866718
48305,34239,0.70880878,9.79E-08,27.20118713,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006793436
48060,33776,0.702788353,1.18E-07,27.20225525,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006735734
47075,32321,0.686585367,1.37E-07,27.20219421,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.00658044
47999,31596,0.658263862,1.76E-07,27.20307922,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006308998
46720,30408,0.650856316,1.96E-07,27.20271301,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006238002
46788,31665,0.67677623,2.15E-07,27.2013092,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006486426
48397,32924,0.680290222,2.35E-07,27.20002747,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006520106
46621,33642,0.721606314,2.94E-07,27.20033264,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006916091
48417,33895,0.700064182,3.13E-07,27.19828796,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006709625
47723,31274,0.655323565,3.92E-07,27.19902039,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006280818
48369,32365,0.669127047,4.11E-07,27.19670105,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006413114
48771,33391,0.684648812,4.31E-07,27.20277405,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.00656188
47207,33499,0.709619462,4.90E-07,27.20228577,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006801206
46701,30520,0.653519332,5.88E-07,27.20387268,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006263525
47819,33692,0.704573631,6.85E-07,27.20024109,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006752845
46315,30989,0.669092238,7.83E-07,27.20088196,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006412781
47024,30762,0.654176712,8.03E-07,27.20262146,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006269826
47900,34000,0.709812284,8.81E-07,27.20118713,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006803054
46963,30680,0.653280377,9.79E-07,27.19923401,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006261235
47710,33878,0.710081875,1.08E-06,27.20524597,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006805638
46888,33072,0.705340564,1.10E-06,27.2033844,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006760196
47786,31165,0.652178586,1.18E-06,27.20146179,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006250675
46715,32998,0.706368566,1.49E-06,27.20329285,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006770048
47534,32475,0.683195353,2.00E-06,27.20066833,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006547949
47504,32608,0.68642658,2.72E-06,27.20152283,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006578918
47284,32039,0.677586615,3.68E-06,27.20329285,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006494193
48914,33006,0.674776256,4.99E-06,27.20661926,4200000,2.10E-07,47921.5,5000000,0.006948779,0.005684351,327,0.006467258
61218,43644,0.712927699,0,27.20063782,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.008427875
58888,42245,0.717378855,1.96E-08,27.2016449,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.008480494
60246,43039,0.714387774,3.92E-08,27.20115662,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.008445135
58666,41222,0.702655852,5.88E-08,27.20191956,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.008306446
59081,40031,0.677561402,7.83E-08,27.20228577,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.008009792
58733,38888,0.662115097,9.79E-08,27.20289612,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007827194
60887,38276,0.628640056,1.18E-07,27.20014954,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007431468
59247,36184,0.610731423,1.37E-07,27.1999054,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007219762
59406,36242,0.610073149,1.76E-07,27.20375061,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.00721198
60570,38077,0.628644645,1.96E-07,27.20491028,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007431523
60119,39234,0.652605772,2.15E-07,27.20750427,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007714779
59835,40749,0.681022942,2.35E-07,27.204422,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.008050713
58556,41932,0.716100931,2.94E-07,27.20280457,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.008465387
59618,41561,0.697121799,3.13E-07,27.20469666,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.008241025
58118,36765,0.63259244,3.92E-07,27.20439148,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007478192
58695,36430,0.620666265,4.11E-07,27.20271301,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007337206
59601,36693,0.615644157,4.31E-07,27.20283508,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007277837
59293,38917,0.656350791,4.90E-07,27.20481873,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007759051
61092,43007,0.703971148,5.88E-07,27.20314026,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.008321995
58254,36054,0.618910372,6.85E-07,27.20518494,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007316449
59146,40677,0.687738955,7.83E-07,27.20417786,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.008130106
59627,41981,0.704060376,8.03E-07,27.2023468,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.00832305
59363,40125,0.675926208,8.81E-07,27.1973114,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007990462
59326,37601,0.633803189,9.79E-07,27.19779968,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007492504
60700,42603,0.701861739,1.08E-06,27.19889832,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.008297059
61214,42811,0.699366271,1.10E-06,27.19996643,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.008267558
58696,38180,0.650470316,1.18E-06,27.2033844,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007689535
61084,38688,0.633357465,1.49E-06,27.20405579,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007487235
59747,38249,0.640182853,2.00E-06,27.20411682,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007567922
59346,39641,0.66796428,2.72E-06,27.20381165,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.00789634
58667,38449,0.65537709,3.68E-06,27.20304871,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.00774754
61443,40433,0.658057153,4.99E-06,27.20402527,3800000,2.10E-07,59107.5,5000000,0.008521761,0.00662136,192,0.007779223
57178,41192,0.720417082,0,27.19923401,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.008508414
56952,41008,0.72004509,1.96E-08,27.1962738,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.008504021
58281,40828,0.700537145,3.92E-08,27.19966125,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.008273624
58412,39560,0.677258193,5.88E-08,27.19996643,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.00799869
57992,38154,0.657918453,7.83E-08,27.20103455,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.00777028
58728,36774,0.626174986,9.79E-08,27.20198059,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007395377
57574,35734,0.620662212,1.18E-07,27.20195007,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007330269
57364,35241,0.614340127,1.37E-07,27.20158386,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007255603
58306,36414,0.624532759,1.76E-07,27.20201111,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007375982
57321,37490,0.654036164,1.96E-07,27.20140076,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007724429
57996,39895,0.687892377,2.15E-07,27.20021057,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.008124284
57881,40853,0.705810308,2.35E-07,27.20115662,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.008335902
57049,40367,0.707584858,2.94E-07,27.20320129,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.00835686
59262,40084,0.676386356,3.13E-07,27.20314026,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007988393
58208,35509,0.610036552,3.92E-07,27.20487976,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007204776
58014,35870,0.618299127,4.11E-07,27.20429993,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.00730236
56625,35672,0.62996918,4.31E-07,27.20146179,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007440188
57726,40323,0.698524177,4.90E-07,27.20118713,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.00824985
58146,38987,0.670501947,5.88E-07,27.20368958,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007918896
57421,36415,0.634175777,6.85E-07,27.20179749,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.00748987
58700,41959,0.714804232,7.83E-07,27.20127869,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.008442124
58121,40974,0.704977691,8.03E-07,27.2013092,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.008326069
57459,36404,0.633564889,8.81E-07,27.19813538,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007482655
58339,39059,0.669517934,9.79E-07,27.19602966,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007907275
58761,40908,0.696176171,1.08E-06,27.19737244,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.008222119
58021,39730,0.684752166,1.10E-06,27.19941711,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.008087197
57909,36757,0.634737372,1.18E-06,27.2023468,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007496502
57410,37713,0.656906605,1.49E-06,27.20185852,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.00775833
58111,37877,0.651804447,2.00E-06,27.2000885,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007698071
58300,38549,0.661217928,2.72E-06,27.20240784,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007809248
58337,38724,0.663798392,3.68E-06,27.20341492,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007839725
58838,38364,0.652027726,4.99E-06,27.2026825,3900000,2.10E-07,59052,5000000,0.008532534,0.006626056,211,0.007700708
57773,41519,0.718657613,0,27.20195007,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.008406354
56446,40682,0.720724344,1.96E-08,27.20158386,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.008430529
55735,39614,0.710756361,3.92E-08,27.20329285,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.00831393
55040,37372,0.678997219,5.88E-08,27.20350647,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007942434
57372,37759,0.658143461,7.83E-08,27.20661926,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007698502
55355,35314,0.637955129,9.79E-08,27.207901,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007462353
55612,35758,0.642990828,1.18E-07,27.20704651,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007521257
57091,37320,0.653693318,1.37E-07,27.20445251,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007646447
55407,38880,0.701716542,1.76E-07,27.20469666,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.008208189
56266,40712,0.723563194,1.96E-07,27.20481873,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.008463736
57083,40828,0.715239346,2.15E-07,27.2040863,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.008366369
55986,39804,0.710963607,2.35E-07,27.20274353,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.008316355
56547,36866,0.65195334,2.94E-07,27.20362854,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007626094
56362,36498,0.647564054,3.13E-07,27.20252991,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007574751
57355,40160,0.700200617,3.92E-07,27.20292664,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.008190457
56068,40322,0.719162583,4.11E-07,27.20219421,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.00841226
56957,40580,0.712467432,4.31E-07,27.19859314,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.008333945
55847,37019,0.662864745,4.90E-07,27.19309998,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007753728
56791,39855,0.701783836,5.88E-07,27.19270325,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.008208976
57438,39229,0.682980001,6.85E-07,27.19462585,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007989022
57496,39227,0.682256281,7.83E-07,27.19865417,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007980556
55633,39525,0.710459769,8.03E-07,27.19798279,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.008310461
55332,38079,0.688191414,8.81E-07,27.19743347,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.008049981
56215,38296,0.68124181,9.79E-07,27.20137024,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.00796869
57228,39587,0.691741943,1.08E-06,27.2033844,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.008091513
56404,38053,0.674650848,1.10E-06,27.20262146,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007891593
56403,37998,0.673687696,1.18E-06,27.20487976,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007880327
56308,38170,0.677878916,1.49E-06,27.20405579,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007929353
56327,37913,0.673087597,2.00E-06,27.20402527,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007873308
56560,38436,0.679561675,2.72E-06,27.2023468,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007949037
57034,38811,0.680488944,3.68E-06,27.20463562,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007959883
56652,38121,0.672897816,4.99E-06,27.20384216,4900000,2.10E-07,58486.5,5000000,0.008473149,0.006546226,140,0.007871088
56509,34534,0.611123979,0,27.19755554,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.006768565
56511,33743,0.597105086,1.96E-08,27.19960022,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.006613297
56886,34509,0.606634438,3.92E-08,27.20033264,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.00671884
56034,35481,0.633204937,5.88E-08,27.19917297,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007013125
56773,37010,0.65189451,7.83E-08,27.20362854,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007220123
56963,38116,0.669136226,9.79E-08,27.20405579,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007411085
57063,38769,0.67940712,1.18E-07,27.20314026,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007524841
57027,38873,0.681659698,1.37E-07,27.20320129,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.00754979
56442,40142,0.711208105,1.76E-07,27.20249939,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007877056
57113,40935,0.716737092,1.96E-07,27.2040863,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007938293
56593,40520,0.715989709,2.15E-07,27.19697571,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007930016
56681,40003,0.705756903,2.35E-07,27.19786072,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007816681
58037,39069,0.673174143,2.94E-07,27.19654846,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007455808
57575,38292,0.665080428,3.13E-07,27.1973114,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007366165
56736,34398,0.606281817,3.92E-07,27.2006073,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.006714935
57007,34023,0.596821547,4.11E-07,27.20320129,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.006610157
56916,32889,0.577851653,4.31E-07,27.20014954,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.006400054
57699,33398,0.578831613,4.90E-07,27.19923401,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.006410907
57401,36463,0.635232925,5.88E-07,27.20170593,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007035586
57807,39235,0.67872417,6.85E-07,27.20252991,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007517277
57258,39418,0.688427925,7.83E-07,27.204422,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007624752
57708,39815,0.689939141,8.03E-07,27.20295715,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.00764149
57355,37630,0.656089365,8.81E-07,27.20429993,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007266583
58224,34613,0.594480038,9.79E-07,27.20487976,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.006584223
57653,35102,0.608849585,1.08E-06,27.20018005,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.006743374
55834,35106,0.628756762,1.10E-06,27.19761658,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.006963858
57293,37868,0.660953462,1.18E-06,27.19755554,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007320456
57447,34973,0.608787358,1.49E-06,27.2013092,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.006742685
57603,36446,0.632710218,2.00E-06,27.19825745,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007007645
57536,37062,0.644153357,2.72E-06,27.19773865,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007134385
58638,37087,0.632473946,3.68E-06,27.19960022,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.007005028
58061,37268,0.641876757,4.99E-06,27.19877625,-1800000,2.10E-07,55378,5000000,0.007963612,0.006221617,111,0.00710917
55488,39258,0.707504451,0,27.19642639,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007660292
54297,38486,0.708805382,1.96E-08,27.19981384,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007674378
55384,39951,0.721345663,3.92E-08,27.20014954,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007810154
53820,38366,0.712857783,5.88E-08,27.20201111,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007718254
53855,36986,0.686770141,7.83E-08,27.20429993,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007435798
54852,36263,0.661106348,9.79E-08,27.20274353,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007157931
54093,34974,0.646553278,1.18E-07,27.20350647,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007000362
54276,34683,0.63901186,1.37E-07,27.20213318,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.006918709
56157,36802,0.655341387,1.76E-07,27.2040863,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007095512
54920,37540,0.683539808,1.96E-07,27.20222473,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007400822
55031,39176,0.711889803,2.15E-07,27.2035675,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007707773
54760,39347,0.718535542,2.35E-07,27.20411682,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007779728
55205,37196,0.673779666,2.94E-07,27.20127869,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007295147
55206,36099,0.653896451,3.13E-07,27.19963074,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007079868
53931,36840,0.683095217,3.92E-07,27.19599915,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007396009
55332,38234,0.690992653,4.11E-07,27.19862366,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007481516
53952,38150,0.707110167,4.31E-07,27.2016449,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007656023
56454,39386,0.697665453,4.90E-07,27.1990509,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007553763
54395,35553,0.653607965,5.88E-07,27.20088196,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007076744
54116,38346,0.708589077,6.85E-07,27.1999054,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007672036
54911,35743,0.650926173,7.83E-07,27.19697571,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007047708
55613,36665,0.659288406,8.03E-07,27.1960907,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007138247
54386,38407,0.706192911,8.81E-07,27.19538879,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007646092
54124,35591,0.6575827,9.79E-07,27.19932556,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007119779
55266,39349,0.711993039,1.08E-06,27.19667053,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007708891
55948,39501,0.706030726,1.10E-06,27.19538879,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007644336
54592,35291,0.646450162,1.18E-06,27.19502258,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.006999245
55881,39438,0.705749869,1.49E-06,27.19841003,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007641295
55288,37239,0.673545897,2.00E-06,27.20021057,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007292616
54619,37225,0.681539536,2.72E-06,27.20277405,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007379165
55203,37470,0.678767562,3.68E-06,27.20307922,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007349152
54966,36689,0.667485476,4.99E-06,27.20021057,4800000,2.10E-07,54136,5000000,0.007844997,0.006047041,99,0.007226999
50720,36024,0.710252523,0,27.19664001,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007645726
51712,36874,0.71306479,1.96E-08,27.19636536,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007676
51935,37344,0.719052792,3.92E-08,27.19721985,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007740459
51268,36099,0.704123557,5.88E-08,27.19953918,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007579749
52681,36379,0.690552711,7.83E-08,27.19480896,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007433662
50308,33619,0.668263614,9.79E-08,27.19923401,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007193724
51297,33236,0.647913277,1.18E-07,27.19877625,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.006974657
51822,32006,0.617614269,1.37E-07,27.19898987,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.006648494
52322,31766,0.607125223,1.76E-07,27.20014954,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.006535582
51446,31241,0.607258201,1.96E-07,27.19847107,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.006537013
50401,31732,0.629590809,2.15E-07,27.19960022,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.006777419
51647,34039,0.659070373,2.35E-07,27.20033264,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007094761
52027,37232,0.715628564,2.94E-07,27.19767761,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007703598
51127,36305,0.710094631,3.13E-07,27.20057678,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007644027
52208,33530,0.642238855,3.92E-07,27.19822693,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.006913573
50670,31597,0.623584092,4.11E-07,27.19715881,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.006712758
52277,32379,0.619373858,4.31E-07,27.19691467,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.006667436
51262,32768,0.639226079,4.90E-07,27.19847107,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.006881141
51660,36586,0.708207667,5.88E-07,27.20127869,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007623714
52716,33320,0.632066309,6.85E-07,27.2016449,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.006804067
51938,34175,0.657996178,7.83E-07,27.2028656,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007083197
51789,35292,0.681457579,8.03E-07,27.20289612,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007335755
51957,36738,0.707084835,8.81E-07,27.2063446,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007611627
51300,32183,0.627349079,9.79E-07,27.20481873,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.006753287
52130,35480,0.680606306,1.08E-06,27.20069885,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007326591
52508,36156,0.68858093,1.10E-06,27.2023468,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007412436
52190,35661,0.683291972,1.18E-06,27.19847107,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.007355501
52079,33671,0.646537125,1.49E-06,27.20002747,3700000,2.10E-07,53824,5000000,0.007783759,0.006039748,190,0.006959843
